MSSubClass,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SalePrice,outdoorAreaSF
20,64,7314,CollgCr,1Story,7,5,2007,VinylSd,VinylSd,Stone,82,PConc,Gd,GLQ,1232,Ex,1232,1,2,2,Gd,6,0,none,Attchd,RFn,2,632,2,2009,194500,132
90,85,11475,NAmes,1Story,5,5,1958,VinylSd,VinylSd,BrkFace,95,CBlock,TA,Unf,1584,TA,1776,1,2,4,TA,9,0,none,Detchd,Unf,3,888,7,2009,110000,25
30,52,6240,IDOTRR,1.5Fin,4,5,1925,MetalSd,MetalSd,None,0,CBlock,TA,BLQ,780,TA,1208,0,1,2,TA,5,0,none,Detchd,Unf,2,539,1,2009,103000,135
120,39,5389,StoneBr,1Story,8,5,1995,CemntBd,CmentBd,None,0,PConc,Gd,GLQ,1595,Ex,1616,1,2,2,Gd,5,1,TA,Attchd,RFn,2,608,3,2010,236500,389
80,73,9590,Timber,SLvl,7,5,2003,VinylSd,VinylSd,BrkFace,442,PConc,Ex,GLQ,868,Ex,1146,1,2,3,Gd,6,1,Gd,Attchd,Fin,2,438,5,2007,187500,182
60,75,11404,CollgCr,2Story,7,5,1998,VinylSd,VinylSd,BrkFace,202,PConc,Gd,ALQ,1153,Ex,2031,0,2,3,Gd,8,1,TA,Attchd,Fin,2,541,7,2008,222500,276
20,80,10000,Sawyer,1Story,5,6,1961,HdBoard,HdBoard,None,0,CBlock,TA,BLQ,864,Ex,1144,1,1,3,TA,6,1,TA,Attchd,RFn,1,264,3,2009,131400,165
20,90.41860465,8978,Sawyer,1Story,5,5,1968,Plywood,Plywood,None,0,PConc,TA,Unf,948,TA,948,0,1,3,TA,6,0,none,Attchd,Unf,1,300,5,2007,108000,147
75,60,10800,OldTown,2.5Unf,7,7,1914,Wd Sdng,Wd Sdng,None,0,BrkTil,Gd,Rec,880,Fa,1768,0,1,2,TA,6,2,TA,Detchd,Unf,2,320,10,2006,163000,341
60,72,10463,Gilbert,2Story,8,5,2005,VinylSd,VinylSd,None,0,PConc,Gd,Unf,893,Ex,1801,0,2,3,Gd,8,1,Gd,Attchd,Fin,3,800,6,2006,239900,116
90,60,10800,Edwards,1Story,5,5,1987,Plywood,Plywood,None,0,CBlock,Gd,GLQ,1200,TA,1200,3,3,3,TA,5,0,none,none,none,0,0,3,2009,179000,120
60,65,9313,CollgCr,2Story,7,5,2004,VinylSd,VinylSd,None,0,PConc,Gd,Unf,864,Ex,1728,0,2,3,Gd,7,0,none,Attchd,RFn,2,572,4,2009,190000,243
70,60,9600,OldTown,2Story,5,7,1910,Wd Sdng,Wd Shng,None,0,BrkTil,Fa,Unf,264,Ex,1432,0,2,2,TA,7,0,none,Detchd,Unf,2,360,5,2007,132000,382
20,65,6768,Sawyer,1Story,6,8,1961,HdBoard,HdBoard,None,0,CBlock,TA,GLQ,912,Gd,912,1,1,3,Gd,5,0,none,Detchd,Unf,1,288,5,2008,142000,168
20,65,8450,SawyerW,1Story,7,5,2000,VinylSd,VinylSd,BrkFace,108,PConc,Gd,Unf,1349,Ex,1349,0,2,3,TA,6,0,none,Attchd,Unf,2,539,12,2007,179000,175
80,70,12886,Sawyer,SLvl,5,6,1963,HdBoard,HdBoard,None,0,CBlock,Gd,ALQ,520,Ex,1464,0,2,3,TA,6,1,TA,Attchd,RFn,2,480,10,2009,175000,402
120,41,5395,StoneBr,1Story,8,5,1993,HdBoard,HdBoard,None,0,PConc,Gd,GLQ,1337,Gd,1337,1,2,2,Gd,5,1,TA,Attchd,RFn,2,462,10,2008,180000,166
60,90.41860465,8963,NWAmes,2Story,8,9,1976,VinylSd,VinylSd,BrkFace,289,CBlock,TA,GLQ,1142,Ex,2715,0,3,4,Gd,11,2,TA,BuiltIn,Fin,2,831,7,2008,299800,204
60,90.41860465,8795,Gilbert,2Story,7,5,2000,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,952,Ex,2256,0,2,4,Gd,8,1,TA,BuiltIn,Fin,2,554,4,2009,236000,278
70,65,11700,OldTown,2Story,7,7,1880,Stucco,Stucco,None,0,Stone,TA,Unf,1240,TA,2640,0,1,4,Gd,8,1,Gd,Detchd,Unf,4,864,5,2009,265979,567
20,59,10593,NoRidge,1Story,7,5,1996,VinylSd,VinylSd,BrkFace,338,PConc,Gd,GLQ,1720,Ex,1720,1,2,3,Gd,7,1,TA,Attchd,Fin,2,527,3,2010,260400,450
50,55,8800,OldTown,1.5Fin,4,7,1910,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,Unf,576,Gd,1140,0,1,3,TA,7,0,none,none,none,0,0,6,2010,96500,160
60,90.41860465,7750,Gilbert,2Story,7,5,2003,VinylSd,VinylSd,None,0,PConc,Gd,Unf,660,Ex,1320,0,2,3,Gd,6,0,none,Attchd,Fin,2,400,8,2007,162000,48
20,79,9236,CollgCr,1Story,6,5,1997,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,1479,Ex,1494,1,2,3,Gd,6,0,none,Attchd,RFn,2,576,7,2006,217000,195
60,80,10240,NridgHt,2Story,8,5,2005,VinylSd,VinylSd,BrkFace,178,PConc,Gd,Unf,1030,Gd,2098,0,2,3,Ex,8,1,Gd,Attchd,RFn,3,878,3,2006,275500,244
20,61,7930,NAmes,1Story,6,8,1969,Plywood,Plywood,None,0,CBlock,TA,GLQ,1026,Gd,1026,1,1,3,Gd,5,0,none,Detchd,RFn,2,440,7,2009,156000,219
160,34,3230,Somerst,2Story,6,5,1999,MetalSd,MetalSd,BrkFace,894,PConc,Gd,GLQ,729,Gd,1471,0,2,3,TA,6,0,none,Detchd,Unf,2,440,3,2009,172500,24
60,68,10769,CollgCr,2Story,8,5,2007,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,866,Ex,1768,0,2,3,Gd,7,0,none,Attchd,RFn,2,578,4,2009,212000,249
60,90.41860465,11616,Sawyer,2Story,6,5,1978,HdBoard,HdBoard,BrkCmn,328,CBlock,TA,Rec,672,TA,1386,0,2,3,TA,6,1,TA,Attchd,Fin,2,440,4,2010,158900,335
160,24,2280,Somerst,2Story,7,5,1999,MetalSd,MetalSd,BrkFace,360,PConc,Gd,ALQ,744,Gd,1501,0,2,3,TA,6,0,none,Detchd,Unf,2,440,8,2008,179400,0
60,65,12257,NoRidge,2Story,8,5,1995,VinylSd,VinylSd,BrkFace,513,PConc,Gd,LwQ,1318,Ex,2531,0,2,4,Gd,9,1,TA,Attchd,RFn,3,752,11,2007,290000,320
20,70,9100,NAmes,1Story,6,6,1959,Wd Sdng,Wd Sdng,None,0,CBlock,TA,Rec,864,Ex,864,0,1,2,TA,5,0,none,Detchd,Unf,1,300,10,2009,127500,0
30,60,6911,BrkSide,1Story,5,5,1924,Wd Sdng,Wd Sdng,None,0,PConc,TA,LwQ,1145,TA,1301,0,1,2,Fa,5,0,none,Detchd,Unf,2,440,10,2009,100000,0
60,72,8640,Somerst,2Story,7,5,2009,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,756,Ex,1547,0,2,3,Gd,7,0,none,Attchd,Unf,2,614,6,2010,215200,214
60,82,9430,NoRidge,2Story,8,5,1999,VinylSd,VinylSd,BrkFace,673,PConc,Gd,GLQ,1252,Ex,2365,1,2,3,Gd,8,1,Gd,Attchd,RFn,3,856,7,2009,337000,308
120,30,9549,Veenker,1Story,8,5,1995,BrkFace,BrkFace,None,0,PConc,Gd,LwQ,1494,Ex,1494,1,1,2,Ex,6,1,Gd,Attchd,Fin,2,481,4,2006,270000,246
20,75,14587,Somerst,1Story,9,5,2008,VinylSd,VinylSd,Stone,284,PConc,Gd,Unf,1498,Ex,1506,0,2,2,Ex,6,1,Gd,Attchd,Fin,2,592,8,2008,264132,174
60,80,10421,NWAmes,2Story,7,5,1988,HdBoard,HdBoard,BrkFace,42,CBlock,Gd,GLQ,980,TA,1714,0,2,3,TA,7,1,TA,Attchd,Unf,2,496,3,2010,196500,450
50,75,12508,Mitchel,1.5Fin,6,7,1940,VinylSd,VinylSd,None,0,CBlock,Gd,ALQ,983,Ex,1750,1,2,4,TA,7,0,none,Attchd,Unf,1,423,7,2008,160000,401
20,70,9100,CollgCr,1Story,7,5,2004,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,1860,Ex,1836,0,2,3,Gd,8,1,Gd,Attchd,Fin,2,484,10,2006,216837,153
60,47,53504,StoneBr,2Story,8,5,2003,CemntBd,Wd Shng,BrkFace,603,PConc,Gd,ALQ,1650,Ex,3279,1,3,4,Ex,12,1,Gd,BuiltIn,Fin,3,841,6,2010,538000,749
85,90.41860465,7252,Sawyer,SFoyer,5,5,1982,Wd Sdng,Wd Sdng,None,0,CBlock,Gd,GLQ,858,TA,858,1,1,2,TA,5,0,none,Detchd,Unf,2,576,4,2009,134900,120
20,67,8877,Edwards,1Story,4,5,1951,Wd Sdng,Wd Sdng,None,0,CBlock,Fa,LwQ,836,TA,1220,0,1,2,TA,6,0,none,Detchd,Unf,2,396,4,2006,102000,0
80,94,7819,Edwards,SLvl,6,5,1976,Plywood,Plywood,None,0,CBlock,TA,ALQ,1029,TA,1117,1,1,3,TA,6,1,TA,Detchd,Unf,2,672,3,2010,107000,144
20,70,10150,NAmes,1Story,5,5,1958,Wd Sdng,Wd Sdng,None,1,CBlock,TA,Rec,912,Ex,912,0,1,2,TA,5,0,none,Attchd,RFn,1,275,7,2007,114500,0
20,110,14226,NridgHt,1Story,8,5,2006,VinylSd,VinylSd,BrkFace,375,PConc,Gd,Unf,1935,Gd,1973,0,2,3,Gd,9,1,Gd,Attchd,Fin,3,895,7,2007,395000,360
120,32,4500,Mitchel,1Story,6,5,1998,VinylSd,VinylSd,BrkFace,320,PConc,Ex,GLQ,1204,Ex,1204,1,2,2,TA,5,0,none,Attchd,Fin,2,412,6,2009,162000,247
20,86,11210,CollgCr,1Story,7,5,2005,VinylSd,VinylSd,BrkFace,240,PConc,Gd,GLQ,1614,Ex,1614,0,2,3,Gd,7,0,none,Attchd,RFn,3,865,7,2006,221500,203
20,100,13350,Sawyer,1Story,5,5,1974,HdBoard,Plywood,None,0,CBlock,TA,ALQ,864,TA,894,1,1,3,TA,5,1,Fa,Attchd,Unf,2,440,6,2006,142500,241
90,78,10530,Mitchel,SFoyer,6,5,1977,Plywood,ImStucc,BrkFace,90,CBlock,Gd,GLQ,975,TA,1004,1,1,2,TA,4,0,none,Attchd,Unf,2,504,5,2006,135000,0
20,63,7875,Gilbert,1Story,7,5,1995,HdBoard,HdBoard,BrkFace,38,PConc,Gd,Unf,1237,Gd,1253,0,2,3,TA,6,1,TA,Attchd,Fin,2,402,6,2007,176000,241
60,65,7153,SawyerW,2Story,6,5,1992,VinylSd,VinylSd,None,0,PConc,Gd,ALQ,761,Ex,1603,0,2,3,Gd,7,0,none,Attchd,RFn,2,484,7,2006,175900,124
20,67,16285,CollgCr,1Story,7,5,2001,VinylSd,VinylSd,None,0,PConc,Gd,Unf,1413,Ex,1430,0,2,3,Gd,6,0,none,Attchd,RFn,2,605,6,2009,187100,33
85,90.41860465,9101,Mitchel,SFoyer,5,6,1978,Plywood,Plywood,BrkFace,104,PConc,Gd,GLQ,1097,Ex,1110,1,1,1,Gd,4,1,TA,Attchd,Fin,2,602,7,2009,165500,333
75,35,6300,OldTown,2.5Unf,6,6,1914,Wd Sdng,Wd Shng,None,0,CBlock,TA,Unf,742,Ex,1484,0,2,3,TA,9,1,Gd,none,none,0,0,6,2008,128000,425
20,90.41860465,9790,NWAmes,1Story,6,5,1967,BrkFace,Wd Sdng,None,0,CBlock,TA,Rec,1372,TA,1342,0,2,3,TA,7,1,Gd,Attchd,Unf,2,457,9,2009,161500,197
50,60,10800,OldTown,1.5Fin,5,6,1915,MetalSd,MetalSd,None,0,PConc,Fa,LwQ,686,TA,1652,1,2,4,TA,7,0,none,Detchd,Unf,1,416,6,2010,139000,196
60,76,10142,SawyerW,2Story,7,5,2004,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,956,Ex,2084,1,2,4,Gd,8,0,none,BuiltIn,RFn,2,618,1,2010,233000,45
20,50,6000,OldTown,1Story,4,7,1954,MetalSd,MetalSd,None,0,CBlock,TA,Unf,901,Ex,901,0,1,2,TA,4,0,none,Detchd,Unf,1,281,8,2008,107900,0
60,90.41860465,12205,ClearCr,2Story,6,8,1966,HdBoard,HdBoard,BrkFace,157,CBlock,TA,LwQ,832,Gd,2087,0,2,5,Gd,9,0,none,Attchd,Fin,2,444,7,2007,187500,301
120,43,3182,Blmngtn,1Story,7,5,2005,VinylSd,VinylSd,BrkFace,11,PConc,Gd,GLQ,1145,Ex,1145,0,2,2,Gd,5,1,Gd,Attchd,Fin,2,397,9,2009,160200,116
80,90.41860465,11333,Mitchel,SLvl,6,5,1976,HdBoard,HdBoard,None,0,PConc,Gd,ALQ,1029,TA,1062,1,1,3,TA,5,2,TA,Attchd,RFn,2,539,5,2007,146800,120
60,92,9920,NoRidge,2Story,7,5,1996,MetalSd,MetalSd,None,0,PConc,Gd,GLQ,1117,Ex,2013,1,2,3,TA,8,1,TA,Attchd,Unf,2,455,6,2007,269790,310
20,76,9158,Somerst,1Story,8,5,2007,CemntBd,CmentBd,Stone,140,PConc,Gd,Unf,1496,Ex,1496,0,2,3,Gd,7,0,none,Attchd,Fin,2,474,6,2007,225000,298
60,90.41860465,10832,Gilbert,2Story,7,5,1994,MetalSd,MetalSd,None,0,PConc,Gd,Unf,712,Ex,1895,0,2,3,Gd,7,1,TA,Attchd,Fin,2,409,10,2008,194500,189
60,70,8400,SawyerW,2Story,6,6,1980,HdBoard,HdBoard,BrkFace,130,CBlock,Gd,Unf,650,TA,1564,0,2,3,TA,7,1,TA,Attchd,Unf,2,476,4,2010,171000,254
20,71,8197,Sawyer,1Story,6,5,1977,Plywood,Plywood,BrkFace,148,CBlock,TA,Unf,660,Ex,1285,0,1,3,TA,7,1,TA,Attchd,RFn,2,528,4,2007,143500,138
20,57,7677,NAmes,1Story,5,5,1953,VinylSd,VinylSd,None,0,CBlock,TA,BLQ,773,Gd,773,0,1,2,TA,4,0,none,Attchd,Unf,1,240,4,2008,110000,0
60,104,13518,NridgHt,2Story,9,5,2008,VinylSd,VinylSd,Stone,860,PConc,Ex,Unf,1926,Ex,3140,0,3,4,Ex,11,2,Gd,BuiltIn,Fin,3,820,7,2009,485000,222
50,60,7200,SWISU,1.5Fin,5,7,1937,Wd Sdng,Wd Sdng,BrkFace,252,BrkTil,Gd,ALQ,731,Ex,1768,1,1,3,Gd,7,2,TA,Detchd,Unf,1,240,6,2007,175000,264
60,79,12798,ClearCr,2Story,6,5,1997,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,616,Gd,1688,1,2,4,Gd,8,0,none,Attchd,RFn,2,603,5,2008,200000,702
30,40,4800,IDOTRR,1Story,4,7,1916,MetalSd,MetalSd,None,0,CBlock,TA,LwQ,1196,Ex,1196,1,1,2,TA,5,0,none,Detchd,Unf,2,440,7,2007,109900,0
60,63,8199,CollgCr,2Story,7,5,2005,WdShing,Wd Shng,None,0,PConc,Gd,GLQ,728,Ex,1456,1,2,3,Gd,7,1,Gd,Attchd,Fin,2,410,10,2008,189000,54
60,107,13891,NridgHt,2Story,9,5,2008,VinylSd,VinylSd,Stone,424,PConc,Ex,Unf,1734,Ex,2822,0,3,4,Ex,12,1,Gd,BuiltIn,RFn,3,1020,1,2009,582933,414
20,75,9000,NAmes,1Story,5,5,1954,Wd Sdng,Wd Sdng,None,0,CBlock,TA,LwQ,936,TA,1128,0,1,2,TA,5,0,none,Attchd,Unf,1,286,6,2006,118000,0
20,91,12274,Somerst,1Story,7,5,2008,VinylSd,VinylSd,Stone,256,PConc,Gd,Unf,1417,Ex,1428,0,2,3,Ex,6,0,none,Attchd,RFn,2,554,7,2008,227680,60
80,75,9750,NAmes,SLvl,5,5,1967,VinylSd,VinylSd,None,0,PConc,TA,ALQ,980,Gd,980,0,2,3,TA,6,0,none,Attchd,Fin,1,384,10,2006,135500,68
70,144,21384,BrkSide,2Story,5,6,1923,Wd Sdng,Wd Sdng,None,0,CBlock,TA,GLQ,1324,Ex,1576,2,1,3,Gd,6,1,TA,Attchd,RFn,2,528,5,2009,223500,312
80,85,13400,NAmes,SLvl,5,5,1966,VinylSd,VinylSd,BrkFace,1047,CBlock,TA,ALQ,1024,TA,1086,1,1,3,TA,6,1,Gd,Attchd,RFn,2,484,6,2006,159950,0
75,90,8100,OldTown,2.5Unf,5,5,1898,AsbShng,AsbShng,None,0,PConc,TA,Unf,849,TA,2138,0,2,2,TA,11,0,none,Detchd,Unf,2,360,11,2009,106000,196
20,78,10140,NWAmes,1Story,6,6,1974,HdBoard,HdBoard,BrkFace,99,CBlock,TA,ALQ,1040,Fa,1309,1,1,3,Gd,5,1,Fa,Attchd,RFn,2,484,1,2006,181000,265
120,90.41860465,4438,CollgCr,1Story,6,5,2004,VinylSd,VinylSd,BrkFace,169,PConc,Gd,GLQ,848,Ex,848,1,1,1,Gd,4,1,Gd,Attchd,Fin,2,420,6,2008,144500,140
20,66,8712,IDOTRR,1Story,5,5,1952,Wd Sdng,Wd Sdng,None,0,CBlock,TA,Unf,540,TA,1044,0,1,2,Fa,4,0,none,Basment,Unf,2,504,6,2010,55993,0
20,75,9750,NAmes,1Story,6,6,1958,MetalSd,MetalSd,BrkFace,243,CBlock,TA,Rec,1442,Gd,1442,0,1,4,TA,7,0,none,Attchd,RFn,1,301,4,2007,157900,275
50,45,8248,Edwards,1.5Fin,5,7,1918,Stucco,Stucco,None,0,BrkTil,TA,Unf,686,Gd,1250,0,1,3,Fa,7,0,none,Detchd,Unf,1,280,7,2006,116000,303
20,48,12137,CollgCr,1Story,7,5,1998,VinylSd,VinylSd,BrkFace,442,PConc,Gd,Unf,1649,Ex,1661,0,2,3,Gd,6,0,none,Attchd,RFn,2,598,5,2010,224900,34
20,90.41860465,11425,NAmes,1Story,5,6,1954,BrkFace,BrkFace,None,0,CBlock,TA,BLQ,1008,Gd,1008,0,1,2,TA,4,1,Gd,Attchd,RFn,1,275,7,2006,137000,120
20,90.41860465,13265,Mitchel,1Story,8,5,2002,CemntBd,CmentBd,BrkFace,148,PConc,Gd,GLQ,1568,Ex,1689,1,2,3,Gd,7,2,Gd,Attchd,RFn,3,857,7,2008,271000,209
80,80,8816,ClearCr,SLvl,6,7,1971,HdBoard,HdBoard,BrkFace,80,CBlock,TA,GLQ,1010,Gd,1052,1,1,3,TA,6,0,none,Attchd,Unf,2,440,6,2010,155000,0
120,44,6371,NridgHt,1Story,7,5,2009,VinylSd,VinylSd,Stone,128,PConc,Gd,GLQ,1358,Ex,1358,1,2,2,Gd,6,1,Gd,Attchd,RFn,2,484,6,2010,224000,227
60,72,7226,CollgCr,2Story,7,5,2003,VinylSd,VinylSd,None,0,PConc,Gd,Unf,798,Ex,1640,0,2,3,Gd,6,0,none,Attchd,RFn,2,595,6,2008,183000,45
20,60,6000,OldTown,1Story,4,4,1953,MetalSd,MetalSd,None,0,CBlock,Fa,Unf,936,TA,936,0,1,2,TA,4,0,none,Detchd,Unf,2,576,2,2009,93000,144
60,90.41860465,12394,Gilbert,2Story,7,5,2003,VinylSd,VinylSd,None,0,PConc,Gd,Unf,847,Ex,1733,0,2,3,Gd,7,1,Gd,BuiltIn,Fin,2,433,10,2007,225000,148
50,60,9900,SWISU,1.5Fin,6,7,1940,VinylSd,VinylSd,None,0,BrkTil,TA,Unf,778,TA,1489,0,2,3,TA,7,1,Gd,Detchd,Unf,1,240,7,2009,139500,335
20,81,11216,Somerst,1Story,8,5,2006,VinylSd,VinylSd,None,0,PConc,Gd,Unf,1489,Ex,1489,0,2,3,Gd,7,1,Gd,Attchd,RFn,2,776,6,2006,232600,140
20,114,14803,NridgHt,1Story,10,5,2007,CemntBd,CmentBd,BrkFace,816,PConc,Ex,GLQ,2078,Ex,2084,1,2,2,Ex,7,1,Gd,Attchd,Fin,3,1220,6,2008,385000,233
45,50,6130,BrkSide,1.5Unf,5,6,1924,MetalSd,MetalSd,None,0,BrkTil,TA,ALQ,784,Gd,784,1,1,2,Gd,5,0,none,none,none,0,0,5,2008,109500,116
20,65,8529,SawyerW,1Story,7,5,2001,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,1454,Ex,1434,0,2,3,Gd,6,1,TA,Attchd,RFn,2,527,4,2009,189000,329
60,90.41860465,28698,ClearCr,2Story,5,5,1967,Plywood,Plywood,None,0,PConc,TA,LwQ,1013,TA,2126,0,2,3,TA,7,0,none,Attchd,Fin,2,538,6,2009,185000,711
160,24,2544,Somerst,2Story,7,5,2005,MetalSd,MetalSd,None,0,PConc,Gd,Unf,600,Ex,1223,0,2,2,Gd,4,0,none,Detchd,RFn,2,480,7,2006,147400,166
20,80,11900,NAmes,1Story,6,5,1957,HdBoard,HdBoard,BrkFace,387,CBlock,TA,Rec,1392,TA,1392,1,1,3,TA,6,2,Gd,Attchd,RFn,2,458,6,2008,166000,192
160,30,3180,Somerst,2Story,7,5,2005,MetalSd,MetalSd,None,0,PConc,Gd,Unf,600,Ex,1200,0,2,2,Gd,4,0,none,Detchd,RFn,2,480,6,2006,151000,166
60,44,9548,CollgCr,2Story,7,6,2003,VinylSd,VinylSd,BrkFace,223,PConc,Gd,GLQ,941,Ex,1829,1,2,3,Gd,7,1,TA,Attchd,RFn,2,613,1,2010,237000,231
20,100,10004,NAmes,1Story,6,6,1964,HdBoard,Plywood,BrkFace,180,CBlock,TA,Rec,1516,TA,1516,0,1,3,TA,6,0,none,Attchd,RFn,2,472,2,2009,167000,152
20,75,7875,NAmes,1Story,5,6,1961,VinylSd,VinylSd,BrkFace,136,CBlock,TA,Rec,1144,Gd,1144,1,1,3,TA,6,0,none,Attchd,Unf,2,456,9,2008,139950,0
20,60,9600,Sawyer,1Story,4,7,1950,VinylSd,HdBoard,None,0,CBlock,Gd,BLQ,1067,TA,1067,0,2,2,Gd,4,0,none,Attchd,Unf,2,436,2,2010,128000,290
30,90,8100,OldTown,1Story,5,6,1948,VinylSd,VinylSd,None,0,BrkTil,TA,Rec,1559,Gd,1559,1,1,2,TA,5,0,none,Detchd,Unf,2,812,6,2007,153500,346
160,21,1680,BrDale,2Story,6,5,1973,HdBoard,HdBoard,BrkFace,158,CBlock,TA,BLQ,483,TA,987,1,1,2,TA,5,0,none,Detchd,Unf,1,264,11,2008,100000,0
20,75,9525,CollgCr,1Story,5,6,1995,VinylSd,VinylSd,None,0,PConc,Gd,Unf,1099,Ex,1099,0,1,3,Gd,6,0,none,Attchd,Unf,1,352,6,2008,144000,278
50,70,11767,Edwards,1.5Fin,5,6,1946,MetalSd,MetalSd,None,0,CBlock,TA,BLQ,768,Ex,1200,0,1,3,TA,6,0,none,Detchd,Unf,1,240,5,2008,130500,0
70,90.41860465,12155,SWISU,2Story,6,8,1925,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,BLQ,672,TA,1482,0,2,4,Fa,7,0,none,Detchd,Unf,1,400,3,2008,140000,254
70,60,10440,OldTown,2Story,5,8,1904,MetalSd,MetalSd,None,0,PConc,TA,Unf,650,Gd,1539,0,2,3,Gd,8,1,Po,Detchd,Unf,2,686,6,2008,157500,216
80,82,9020,NAmes,SLvl,6,7,1966,HdBoard,HdBoard,BrkFace,183,CBlock,TA,Rec,1127,TA,1165,1,1,3,TA,6,0,none,Attchd,RFn,2,490,5,2008,174900,129
90,80,8000,NAmes,1Story,5,4,1961,BrkFace,BrkFace,None,0,CBlock,TA,Unf,1800,Ex,1800,0,2,6,TA,10,0,none,none,none,0,0,7,2007,141000,0
50,100,12665,OldTown,1.5Fin,5,8,1915,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,Unf,876,Gd,1416,0,1,4,TA,7,1,Gd,Detchd,Unf,3,720,6,2008,153900,612
85,90.41860465,16647,Sawyer,SFoyer,5,5,1975,HdBoard,HdBoard,None,0,CBlock,Gd,ALQ,1390,TA,1701,1,2,3,TA,6,2,TA,Basment,Fin,2,611,1,2007,171000,0
60,75,9317,SawyerW,2Story,7,5,1993,HdBoard,HdBoard,BrkFace,137,PConc,Gd,ALQ,740,Ex,1775,1,2,3,Gd,7,1,TA,Attchd,Unf,2,425,7,2009,213000,498
20,36,15523,CollgCr,1Story,5,6,1972,HdBoard,Plywood,None,0,CBlock,TA,BLQ,864,Ex,864,1,1,3,TA,5,1,Fa,Attchd,Unf,1,338,8,2009,133500,0
50,75,45600,ClearCr,1.5Fin,6,8,1908,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,Unf,907,TA,2358,0,3,5,TA,10,1,Gd,Detchd,Unf,2,360,9,2008,240000,701
80,80,9600,Veenker,SLvl,6,7,1976,Plywood,Plywood,BrkFace,360,CBlock,TA,Unf,528,Ex,1855,0,2,3,TA,7,1,TA,Attchd,RFn,2,512,8,2007,187000,213
120,36,4435,CollgCr,1Story,6,5,2003,VinylSd,VinylSd,BrkFace,170,PConc,Gd,GLQ,848,Ex,848,1,1,1,Gd,3,0,none,Attchd,Fin,2,420,11,2007,131500,140
120,90.41860465,3196,Blmngtn,1Story,8,5,2003,VinylSd,VinylSd,BrkFace,40,PConc,Gd,Unf,1273,Ex,1456,0,2,2,Gd,7,1,TA,Attchd,Fin,2,400,5,2006,215000,163
75,53,7128,Crawfor,2.5Unf,7,5,1941,MetalSd,MetalSd,None,0,CBlock,TA,Rec,918,Gd,1646,0,2,4,TA,7,2,Gd,Detchd,Unf,1,240,8,2007,164000,126
80,90.41860465,12095,NAmes,SLvl,6,6,1964,MetalSd,HdBoard,BrkFace,115,CBlock,TA,Rec,1127,TA,1445,0,1,3,TA,7,1,Fa,Attchd,RFn,2,645,8,2009,158000,180
20,102,17920,Sawyer,1Story,5,4,1955,Wd Sdng,Plywood,None,0,CBlock,TA,ALQ,1763,TA,1779,1,1,3,TA,6,1,Gd,Attchd,Unf,2,454,7,2006,170000,730
20,90.41860465,6897,Sawyer,1Story,5,8,1962,HdBoard,HdBoard,None,0,CBlock,TA,ALQ,1040,Ex,1040,1,1,3,TA,6,0,none,Detchd,Unf,1,260,4,2010,127000,104
80,90.41860465,10970,CollgCr,SLvl,6,6,1978,Plywood,HdBoard,None,0,CBlock,Gd,GLQ,940,TA,1026,1,1,3,TA,5,0,none,Detchd,Unf,2,576,10,2008,147000,34
60,65,8125,Gilbert,2Story,6,5,1994,HdBoard,HdBoard,None,0,PConc,Gd,Unf,702,Gd,1481,0,2,3,TA,6,1,TA,Attchd,Fin,2,343,3,2009,174000,36
20,80,10400,NWAmes,1Story,7,5,1976,HdBoard,HdBoard,BrkFace,189,CBlock,Gd,Unf,1090,TA,1370,0,2,3,TA,6,1,TA,Attchd,RFn,2,479,6,2009,152000,0
60,90.41860465,11029,NWAmes,2Story,6,7,1968,HdBoard,HdBoard,BrkFace,220,CBlock,TA,BLQ,1054,TA,2654,1,2,4,Gd,9,1,Gd,Attchd,Unf,2,619,8,2006,250000,287
50,55,7642,Crawfor,1.5Fin,7,8,1918,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,Unf,912,Gd,1426,0,1,3,Gd,7,1,Gd,Detchd,Unf,1,216,6,2007,189950,240
190,75,11625,Sawyer,1Story,5,4,1965,Plywood,HdBoard,None,0,PConc,TA,BLQ,1039,Ex,1039,1,1,3,TA,6,0,none,Attchd,Unf,2,504,4,2010,131500,0
